base_pid,gender,age_band,race,target_cell_proportion,clean_pool_cell_n,poststratification_weight
pid_795,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_796,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_797,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_798,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_799,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_800,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_801,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_802,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_803,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_804,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_805,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_806,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_807,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_808,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_809,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_810,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_811,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_812,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_813,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_814,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_815,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_817,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_818,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_819,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_820,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_821,Female,45-59,Other,0.0029440088320265,10,0.56554409663229
pid_822,Male,45-59,Hispanic / Latino,0.0203890611671835,4,9.79184662553988
pid_823,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_824,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_825,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_826,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_827,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_828,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_829,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_830,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_831,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_832,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_833,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_834,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_835,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_836,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_837,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_839,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_840,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_841,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_842,Female,45-59,Asian / Asian American,0.008444025332076,7,2.31728180898828
pid_843,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_844,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_845,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_846,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_847,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_849,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_850,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_851,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_852,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_853,Male,18-29,Asian / Asian American,0.00655601966805901,15,0.839607585489423
pid_854,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_855,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_856,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_857,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_858,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_860,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_861,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_862,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_863,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_864,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_865,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_868,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_869,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_870,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_871,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_872,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_873,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_874,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_875,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_876,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_877,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_878,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_879,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_880,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_881,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_882,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_883,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_884,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_885,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_886,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_887,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_888,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_889,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_890,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_891,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_892,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_893,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_894,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_895,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_896,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_897,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_898,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_900,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_901,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_902,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_903,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_904,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_905,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_906,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_907,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_909,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_910,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_911,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_912,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_913,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_914,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_916,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_917,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_918,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_919,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_920,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_921,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_922,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_923,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_924,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_925,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_926,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_927,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_929,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_930,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_931,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_932,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_933,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_934,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_935,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_936,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_937,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_938,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_939,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_940,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_941,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_942,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_943,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_944,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_945,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_946,Female,45-59,Asian / Asian American,0.008444025332076,7,2.31728180898828
pid_947,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_948,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_949,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_950,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_951,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_952,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_953,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_954,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_955,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_956,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_957,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_958,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_959,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_960,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_961,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_962,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_963,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_964,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_965,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_966,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_967,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_968,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_969,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_970,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_971,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_972,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_973,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_974,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_975,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_976,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_977,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_978,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_979,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_980,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_981,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_982,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_983,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_984,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_985,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_986,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_987,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_988,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_989,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_991,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_992,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_993,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_996,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_998,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_999,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1000,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1001,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1002,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1003,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1004,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1005,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1006,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1007,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1008,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1009,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1010,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_1011,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1012,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1013,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1014,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_1015,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1016,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1017,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1018,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1019,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1020,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1021,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1022,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1023,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1024,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1025,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1026,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1027,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1028,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1029,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_1030,Female,45-59,Other,0.0029440088320265,10,0.56554409663229
pid_1031,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
pid_1032,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1033,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1034,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1035,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1036,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1037,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1038,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1039,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1040,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1041,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1042,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1043,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1044,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1045,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1046,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1047,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1048,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1049,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1050,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1051,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1052,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1053,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1054,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1055,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1057,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1058,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1059,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1060,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1061,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1062,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1063,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1064,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1065,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_1067,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1069,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1070,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1071,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1072,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1073,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1074,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1075,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1076,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1078,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1079,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_1080,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1081,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1082,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_1083,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1084,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1085,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_1086,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1089,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1090,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1091,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1092,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1093,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1094,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1095,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1096,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1097,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_1098,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1099,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1100,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1101,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1102,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1103,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1104,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1105,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_1106,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_1107,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1108,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1109,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1111,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1112,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1113,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_1114,Male,45-59,Other,0.0028330084990255,4,1.36055233165699
pid_1115,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1116,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1117,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_1118,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1119,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1120,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1121,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1122,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1123,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1124,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_1125,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_1127,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1128,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1129,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1130,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1131,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1132,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_1133,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1134,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1135,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1136,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1137,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_1138,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1139,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1140,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1141,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1143,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1144,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1145,Female,30-44,Asian / Asian American,0.0108330324990975,19,1.09527660161928
pid_1146,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1147,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1148,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1149,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1150,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_1151,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1152,Male,18-29,Other,0.003889011667035,9,0.830087934708249
pid_1153,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1154,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1156,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1157,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1158,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_1159,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1160,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_1161,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1162,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1163,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1164,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1165,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_1166,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_1168,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_1169,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_1171,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1172,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_1173,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1174,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_1175,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_1176,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1177,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1178,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_1179,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1180,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1181,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_1182,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_1183,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_1184,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_1185,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_1186,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
