condition,base_pid,gender,age_band,race,selected_n,in_panel500
orchid orangutan; defiant dragonfly,pid_1148,Female,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1153,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1157,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1159,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1168,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1174,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1176,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1178,Female,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1182,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1183,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1187,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1188,Male,18-29,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1189,Female,30-44,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1193,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1194,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1197,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1199,Male,60+,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1202,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1203,Male,18-29,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1212,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1217,Female,45-59,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1219,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1221,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1225,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1227,Female,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1238,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1240,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1248,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1249,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1253,Female,45-59,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1256,Female,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1262,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1273,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1278,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1286,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1289,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1290,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1299,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1301,Female,45-59,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1302,Male,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1311,Female,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1316,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1317,Female,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1323,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1339,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1343,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1345,Male,18-29,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1350,Male,30-44,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1353,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1362,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1367,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1368,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1369,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1379,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1380,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1382,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1386,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1387,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1400,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1403,Female,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1411,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1412,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1413,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1416,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1418,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1420,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1423,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1427,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1435,Female,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1439,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1445,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1446,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1448,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1449,Female,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1451,Male,60+,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1452,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1455,Female,18-29,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1457,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1458,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1460,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1463,Male,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1465,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1471,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1473,Female,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1474,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1477,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1487,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1499,Male,60+,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1502,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1503,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1512,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1516,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1522,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1526,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1531,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1534,Male,45-59,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1539,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1544,Female,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1546,Female,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1548,Female,18-29,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1554,Male,60+,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1563,Female,45-59,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1566,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1571,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1581,Female,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1583,Male,18-29,Other,500,yes
orchid orangutan; defiant dragonfly,pid_1584,Female,30-44,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1586,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1588,Male,45-59,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1590,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1596,Female,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1598,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1604,Female,60+,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1605,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1625,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1643,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1645,Male,45-59,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1649,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1653,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1656,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1657,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1660,Female,18-29,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1663,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1667,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1670,Female,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1676,Female,18-29,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1680,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1681,Female,45-59,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1684,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1687,Female,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1689,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1697,Male,45-59,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1704,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1712,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1717,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1721,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1726,Female,45-59,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1728,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1740,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1741,Male,18-29,Other,500,yes
orchid orangutan; defiant dragonfly,pid_1743,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1751,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1757,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1763,Female,45-59,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1772,Female,60+,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1773,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1775,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1779,Male,30-44,Other,500,yes
orchid orangutan; defiant dragonfly,pid_1780,Male,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1782,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1790,Female,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1791,Female,60+,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1793,Female,60+,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1803,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1805,Male,30-44,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1806,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1809,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1811,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1814,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1815,Female,60+,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1819,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1820,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1822,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1824,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1829,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1833,Female,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1837,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1840,Female,30-44,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1843,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1846,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1847,Male,45-59,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1853,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1857,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1866,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1870,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1872,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1877,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1878,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1884,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1886,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1889,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1890,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1893,Female,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1901,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1904,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1908,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1909,Female,60+,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1912,Male,30-44,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_1913,Female,30-44,Other,500,yes
orchid orangutan; defiant dragonfly,pid_1917,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1919,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1929,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1931,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1933,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1937,Female,18-29,Other,500,yes
orchid orangutan; defiant dragonfly,pid_1945,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1952,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1953,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1961,Female,60+,Other,500,yes
orchid orangutan; defiant dragonfly,pid_1963,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1966,Female,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1972,Male,18-29,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1973,Female,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_1978,Male,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1981,Female,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1982,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1985,Male,18-29,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_1988,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1989,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1997,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1998,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_1999,Female,30-44,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2000,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2003,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2005,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2006,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2008,Female,45-59,Asian / Asian-American,500,yes
orchid orangutan; defiant dragonfly,pid_2010,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2021,Female,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2022,Female,60+,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_2025,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2026,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2030,Female,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2034,Male,45-59,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2041,Male,60+,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2046,Male,18-29,Latino / Hispanic,500,yes
orchid orangutan; defiant dragonfly,pid_2049,Female,18-29,Black / African-American,500,yes
orchid orangutan; defiant dragonfly,pid_2052,Male,18-29,White / Caucasian,500,yes
orchid orangutan; defiant dragonfly,pid_2054,Female,30-44,Black / African-American,500,yes
perfect prawn,pid_14,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_15,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_23,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_29,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_32,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_35,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_43,Male,18-29,Black / African-American,500,yes
perfect prawn,pid_57,Male,45-59,Black / African-American,500,yes
perfect prawn,pid_59,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_62,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_65,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_71,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_72,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_75,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_76,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_81,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_83,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_84,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_91,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_95,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_99,Male,30-44,Other,500,yes
perfect prawn,pid_102,Male,45-59,Black / African-American,500,yes
perfect prawn,pid_104,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_107,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_115,Female,60+,Asian / Asian-American,500,yes
perfect prawn,pid_118,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_122,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_123,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_129,Female,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_133,Female,60+,Latino / Hispanic,500,yes
perfect prawn,pid_160,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_163,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_165,Male,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_167,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_173,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_174,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_180,Female,60+,Black / African-American,500,yes
perfect prawn,pid_182,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_186,Female,18-29,Black / African-American,500,yes
perfect prawn,pid_189,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_198,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_204,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_207,Female,45-59,Black / African-American,500,yes
perfect prawn,pid_217,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_223,Male,60+,Black / African-American,500,yes
perfect prawn,pid_245,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_248,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_253,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_258,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_262,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_263,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_265,Female,60+,Black / African-American,500,yes
perfect prawn,pid_268,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_273,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_276,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_278,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_282,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_283,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_285,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_289,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_290,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_294,Male,60+,Black / African-American,500,yes
perfect prawn,pid_296,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_303,Female,60+,Black / African-American,500,yes
perfect prawn,pid_305,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_315,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_318,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_329,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_333,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_336,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_337,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_339,Male,45-59,Black / African-American,500,yes
perfect prawn,pid_345,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_348,Female,45-59,Black / African-American,500,yes
perfect prawn,pid_350,Male,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_353,Male,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_363,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_366,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_368,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_369,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_371,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_373,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_376,Male,60+,Black / African-American,500,yes
perfect prawn,pid_378,Female,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_379,Male,60+,Other,500,yes
perfect prawn,pid_384,Female,60+,Black / African-American,500,yes
perfect prawn,pid_391,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_393,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_398,Female,60+,Latino / Hispanic,500,yes
perfect prawn,pid_402,Female,60+,Asian / Asian-American,500,yes
perfect prawn,pid_403,Male,30-44,Black / African-American,500,yes
perfect prawn,pid_406,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_407,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_411,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_412,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_425,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_443,Male,30-44,Black / African-American,500,yes
perfect prawn,pid_445,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_447,Male,60+,Asian / Asian-American,500,yes
perfect prawn,pid_450,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_451,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_453,Male,18-29,Black / African-American,500,yes
perfect prawn,pid_455,Female,45-59,Asian / Asian-American,500,yes
perfect prawn,pid_456,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_459,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_460,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_461,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_462,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_463,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_464,Female,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_467,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_469,Female,45-59,Black / African-American,500,yes
perfect prawn,pid_470,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_474,Female,45-59,Black / African-American,500,yes
perfect prawn,pid_475,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_478,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_487,Female,18-29,Black / African-American,500,yes
perfect prawn,pid_491,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_492,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_502,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_507,Male,60+,Black / African-American,500,yes
perfect prawn,pid_509,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_511,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_512,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_513,Male,60+,Asian / Asian-American,500,yes
perfect prawn,pid_517,Female,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_520,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_521,Female,60+,Black / African-American,500,yes
perfect prawn,pid_525,Male,30-44,Asian / Asian-American,500,yes
