persona_id,age_band,gender,QID1721185783_3_TEXT,year_birth,race,QID1721185785_5_TEXT,education,QID1721185787_1,QID1721185787_2,QID1721185787_3,income,household,social_class,rural,zip_code,attention1,party,QID1721185795_4_TEXT,religion,QID1721185824_22_TEXT,epist_auton_1,epist_auton_2,epist_auton_3,epist_auton_4,epist_auton_5,epist_auton_6,attention2,partisan_importance,religion_bornagain,religiosity
pid_1179,60+,Male,,1945,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,6,1 Strongly disagree,attention,75,,
pid_1180,60+,Female,,1955,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$168,000 or more",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,7 Strongly agree,7 Strongly agree,5,6,7 Strongly agree,1 Strongly disagree,attention,80,No,55
pid_1181,18-29,Female,,2000,Asian / Asian-American,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$30,000 to $55,999",3,Middle class,A large city,99999,Somewhat disagree,Democrat,,Protestant,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,2,attention,80,No,15
pid_1182,60+,Male,,1965,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",2,Working class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,6,6,4,6,6,3,attention,65,,
pid_1183,60+,Female,,1962,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,3,attention,70,No,40
pid_1184,30-44,Male,,1985,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,7 Strongly agree,1 Strongly disagree,attention,75,,
pid_1185,30-44,Female,,1985,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_1186,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,2,attention,,No,20
pid_1187,18-29,Male,,1998,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$168,000 or more",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,,,
pid_1188,18-29,Male,,2000,Asian / Asian-American,,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",2,Working class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,7 Strongly agree,1 Strongly disagree,attention,80,,
pid_1189,30-44,Female,,1985,Asian / Asian-American,,High school diploma / GED,No,Yes,Not applicable,"$56,000 to $99,999",4,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,5,5,2,5,6,2,attention,75,,
pid_1190,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1191,60+,Male,,1965,White / Caucasian,,High school diploma / GED,Yes,Yes,No,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Buddhist,,7 Strongly agree,7 Strongly agree,5,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,20
pid_1192,30-44,Male,,1985,Asian / Asian-American,,Some college or Associate's degree,No,Yes,No,"Less than $30,000",3,Working class,A large city,96815,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,2,attention,,,
pid_1193,30-44,Male,,1985,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Other religion (please specify),Other,7 Strongly agree,7 Strongly agree,2,6,7 Strongly agree,1 Strongly disagree,attention,75,,35
pid_1194,30-44,Male,,1985,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_1195,30-44,Female,,1985,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_1196,45-59,Female,,1978,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$168,000 or more",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,2,6,6,1 Strongly disagree,attention,,,
pid_1197,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,5,5,3,5,6,2,attention,70,No,75
pid_1198,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,85,Yes,85
pid_1199,60+,Male,,1965,Black / African-American,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$168,000 or more",1,Upper class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_1200,30-44,Male,,1985,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,30303,Somewhat disagree,Republican,,Protestant,,7 Strongly agree,7 Strongly agree,2,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,65,No,20
pid_1201,30-44,Male,,1985,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,10001,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,,,
pid_1202,60+,Male,,1965,White / Caucasian,,Master's degree / Professional degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,90,Yes,65
pid_1203,18-29,Male,,1998,Asian / Asian-American,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",2,Working class,A large city,99999,Somewhat disagree,Republican,,I am not religious,,6,6,4,6,6,2,attention,70,,
pid_1204,18-29,Female,,1998,Latino / Hispanic,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$168,000 or more",3,Upper class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,85,,
pid_1205,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,2,6,6,2,attention,,Yes,65
pid_1206,60+,Female,,1955,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,5,5,4,5,5,2,attention,,No,15
pid_1207,45-59,Female,,1980,Asian / Asian-American,,Master's degree / Professional degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Other religion (please specify),Spiritual but not religious,6,6,3,6,6,1 Strongly disagree,attention,80,,15
pid_1208,30-44,Female,,1985,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$168,000 or more",6 or more,Middle class,A large city,99999,Somewhat disagree,Republican,,I am not religious,,6,6,3,6,7 Strongly agree,1 Strongly disagree,attention,75,,
pid_1209,60+,Female,,1945,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,85,,
pid_1210,45-59,Female,,1980,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Other religion (please specify),Non-denominational Christian,6,6,3,5,6,2,attention,75,,70
pid_1211,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,85,,
pid_1212,30-44,Male,,1985,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,70,No,75
pid_1213,45-59,Female,,1968,Other,Biracial,Bachelor's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Spiritual but not religious,7 Strongly agree,7 Strongly agree,4,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,15
pid_1214,30-44,Male,,1985,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,No,"$56,000 to $99,999",3,Working class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,6,6,3,6,7 Strongly agree,2,attention,60,,
pid_1215,45-59,Female,,1968,Other,Other,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Catholic,,6,6,3,6,6,2,attention,,No,65
pid_1216,60+,Male,,1958,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,7 Strongly agree,7 Strongly agree,2,6,7 Strongly agree,1 Strongly disagree,attention,65,,
pid_1217,45-59,Female,,1968,Latino / Hispanic,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,70,,
pid_1218,30-44,Male,,1985,Latino / Hispanic,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Other religion (please specify),Spiritual but not religious,7 Strongly agree,7 Strongly agree,4,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,85,,30
pid_1219,60+,Male,,1965,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,3,attention,,No,40
pid_1220,18-29,Male,,2000,Latino / Hispanic,,High school diploma / GED,No,Yes,Not applicable,"$30,000 to $55,999",3,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1221,18-29,Male,,2000,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,5,5,3,5,5,2,attention,65,,
pid_1222,18-29,Male,,2000,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",6 or more,Working class,A large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,75,No,35
pid_1223,30-44,Female,,1985,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,80,,
pid_1224,60+,Female,,1965,Other,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,85,No,40
pid_1225,60+,Male,,1945,White / Caucasian,,Master's degree / Professional degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,02108,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,1 Strongly disagree,attention,75,No,20
pid_1226,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,75,,
pid_1227,30-44,Female,,1985,Latino / Hispanic,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,5,attention,85,No,40
pid_1228,30-44,Male,,1985,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",3,Middle class,A large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,80,No,40
pid_1229,30-44,Female,,1985,Other,,Some college or Associate's degree,Yes,Yes,No,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Other (please specify),,Other religion (please specify),,6,6,4,6,6,2,attention,,,25
pid_1230,30-44,Male,,1985,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,85,No,35
pid_1231,60+,Female,,1965,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1232,18-29,Male,,2000,Latino / Hispanic,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Other religion (please specify),Christian,6,6,4,6,6,2,attention,75,,70
pid_1233,30-44,Male,,1985,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,5,5,3,5,5,2,attention,,,
pid_1234,18-29,Male,,1998,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,80,,
pid_1235,60+,Male,,1945,Black / African-American,,Bachelor's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,80,Yes,80
pid_1236,45-59,Male,,1968,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,2,attention,,No,45
pid_1237,18-29,Female,,2000,Other,,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Other (please specify),Something else,Other religion (please specify),Christian,5,5,4,5,5,2,attention,,,40
pid_1238,60+,Female,,1962,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,4,6,6,2,attention,65,No,20
pid_1239,18-29,Male,,1998,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,65,,
pid_1240,18-29,Male,,1998,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,70,,
pid_1241,60+,Female,,1965,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",1,Middle class,A large city,99999,Somewhat disagree,Other (please specify),Something else,Protestant,,6,6,4,6,6,2,attention,,No,25
pid_1242,45-59,Male,,1980,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$100,000 to $167,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Mormon,,5,5,4,5,5,2,attention,,No,55
pid_1243,60+,Female,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Jewish,,5,5,3,5,6,2,attention,80,,20
pid_1244,30-44,Male,,1985,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,80,No,85
pid_1245,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,,,
pid_1246,30-44,Female,,1982,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1247,30-44,Male,,1985,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,5,5,3,5,5,2,attention,,,
pid_1248,45-59,Male,,1968,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,80,,
pid_1249,45-59,Female,,1969,White / Caucasian,,High school diploma / GED,Yes,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,5,5,2,5,5,3,attention,75,No,55
pid_1250,30-44,Female,,1984,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,65,No,45
pid_1251,18-29,Female,,2000,Asian / Asian-American,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,65,,
pid_1252,30-44,Male,,1985,Asian / Asian-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,65,No,75
pid_1253,45-59,Female,,1980,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,2,6,6,2,attention,,,
pid_1254,18-29,Male,,1998,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,70,No,45
pid_1255,30-44,Male,,1985,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,70,,
pid_1256,30-44,Female,,1985,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,No,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,2,attention,,No,35
pid_1257,18-29,Male,,2000,Latino / Hispanic,,Less than high school,Yes,No,Not applicable,"$56,000 to $99,999",6 or more,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1258,18-29,Male,,2000,Latino / Hispanic,,High school diploma / GED,Yes,Yes,Not applicable,"$30,000 to $55,999",3,Working class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,55,No,45
pid_1260,45-59,Female,,1969,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,7 Strongly agree,1 Strongly disagree,attention,85,,
pid_1261,30-44,Male,,1982,Other,,Master's degree / Professional degree,Yes,Yes,Yes,"$168,000 or more",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,2,6,6,2,attention,85,No,85
pid_1262,30-44,Male,,1985,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,5,5,2,5,6,2,attention,85,,
pid_1263,60+,Male,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,75,,
pid_1264,18-29,Male,,2000,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",4,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,5,6,7 Strongly agree,2,attention,,,
pid_1265,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Jewish,,6,6,4,6,6,2,attention,75,,20
pid_1266,30-44,Male,,1985,Asian / Asian-American,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,2,6,6,2,attention,,,
pid_1267,60+,Male,,1958,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,2,attention,,No,20
pid_1268,60+,Male,,1965,Black / African-American,,Some college or Associate's degree,No,Yes,No,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,,,
pid_1269,60+,Female,,1965,Other,Multiracial,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Spiritual but not religious,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,,,25
pid_1270,18-29,Female,,2000,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,5,5,3,6,5,2,attention,90,Yes,95
pid_1271,30-44,Female,,1985,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"Less than $30,000",3,Working class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,90,No,90
pid_1272,60+,Female,,1945,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,60,No,35
pid_1273,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,75,Yes,85
pid_1274,30-44,Female,,1985,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,70,No,30
pid_1275,18-29,Male,,1999,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",1,Middle class,A large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,5,6,6,1 Strongly disagree,attention,70,No,40
pid_1276,30-44,Female,,1985,Black / African-American,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,,No,40
pid_1277,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Spiritual but not religious,6,6,4,6,6,1 Strongly disagree,attention,,,10
pid_1278,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Spiritual but not religious,6,6,3,6,6,1 Strongly disagree,attention,,,15
pid_1279,30-44,Male,,1985,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",4,Working class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,75,No,45
pid_1280,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Republican,,Other religion (please specify),Other,6,6,5,6,6,2,attention,85,,25
pid_1281,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Other religion (please specify),Other,6,6,4,6,6,1 Strongly disagree,attention,75,,35
pid_1283,18-29,Male,,1998,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,85,Yes,80
pid_1284,60+,Female,,1965,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,7 Strongly agree,1 Strongly disagree,attention,85,,
pid_1285,18-29,Male,,2000,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Other (please specify),Something else,I am not religious,,6,6,4,6,6,2,attention,,,
pid_1286,30-44,Male,,1985,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$30,000 to $55,999",1,Working class,A small city or town,19104,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,2,attention,,,
pid_1287,30-44,Male,,1985,Other,Other,Bachelor's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A large city,99999,Somewhat disagree,Democrat,,Protestant,,6,6,5,6,7 Strongly agree,1 Strongly disagree,attention,80,No,15
pid_1288,18-29,Male,,1998,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,70,No,55
pid_1289,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",3,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,5,5,3,5,5,2,attention,,,
pid_1290,30-44,Female,,1988,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,2,attention,85,,
pid_1291,18-29,Male,,2000,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,4,6,6,2,attention,75,No,65
